author id,created_at,id,lang,like_count,quote_count,reply_count,retweet_count,source,tweet,CARDIFFNLP_ROBERTA_PREDS,hateXplain_PREDS,COVID_HATE_BERT_PREDS,date,COVID_HATE_BERT_PREDS_bin,hateXplain_PREDS_bin,voting_results
1371703124415676418,2021-11-05 05:42:30+00:00,1456497128742793223,en,1,0,0,3,Twitter for Android,"#china stop warming Ethiopia, #china stop support genocidal war in Tigray, #stopFamineInTigray #StopBombinginTigray #MekelleUnderAttack #NoFlyZoneInTigray ,stop mass arrest Tigray in addis abeba ,#abiy ahmed ali is a war #criminal,@SecBlinken @EU_Commission @USAmbUN @hrw @amnesty",1,0,0,2021-11-05,0,1,1
1391965294793428993,2021-05-25 22:01:28+00:00,1397311883560902659,en,0,0,0,0,Twitter for Android,"Musk-rats lick space boots
#socialism #feminism #communism #memes #eattherich #maga #weed #dank #marx #antifa #anarchism #lenin #blm #acab #ancap #libertarian #capitalism #freepalestine #altright  #dogs #cats #china #haha #biden #leftist #rightwingmemes #republican #democrat #lib https://t.co/9dc1gSUeGf",0,0,2,2021-05-25,1,1,1
1463890288410337282,2021-12-25 15:47:33+00:00,1474768787366940682,en,33,1,0,47,Twitter for iPhone,"The world is watching the fascist #AbiyAhmed regime &amp; his foreign allies, #UAE, #China, &amp; #Turkey bomb our cities &amp; our families. Also, He is gearing up for Round 2 Genocide to invade Tigray, The @UN &amp; @NATO should intervene to stop this madness #TigrayGenocide #NoFlyZoneInTigray",1,0,0,2021-12-25,0,1,1
4855094053,2021-03-08 16:00:33+00:00,1368954800562388996,en,0,0,0,0,Buffer,"A twenty-pound bundle of fluff takes on an enormous, sharp-horned yak. You'll never guess who wins! 
https://t.co/2psLNSD1tl
#Tibet #China #Yak #humour #humor #funny #animals #dogs #travelbug #traveling #travelling https://t.co/BYhy46Nlz5",0,0,2,2021-03-08,1,1,1
1220778957689278470,2021-05-06 00:23:20+00:00,1390099828969930752,en,14,0,0,16,Twitter for iPhone,"Hear us out - sanctioning individual officials doesn’t seem to change #CCP’s ways. #Decouple with #China to stop the infiltration of CCP! 
-
#G7 #Blinken #Raab #hongkong #sanction #fuckccp #boycottchina https://t.co/T25Dh7UShl",0,0,2,2021-05-06,1,1,1
1428248879208804352,2021-08-31 19:41:42+00:00,1432790721464049672,en,30,0,0,8,Twitter for Android,Nice ass chink girl #bwc #bleached #gook #chink #wmaf #raceplay #Chinese #China https://t.co/TJtsJEV7eC,0,0,2,2021-08-31,1,1,1
1351263500929294340,2021-01-22 10:55:20+00:00,1352570537197907969,en,1,1,0,0,Twitter for Android,"Simply i hate china and people of china,china foods,chinese are the biggest trouble in world. Because 
Covid-19 from china . They eat bats  
#China #COVID19 #ChineseVirus #chineseeatbats #ihatechina #reasonsforlockdown  china is reason for the #world For lockdown , wearing mask .",1,1,2,2021-01-22,1,0,1
1288963746908590080,2021-08-29 00:43:21+00:00,1431779471976194050,en,44,0,1,6,Twitter Web App,"#Asiangirls date #Asianguys only because it's culturally more acceptable for us to date Asian guys. But you know we want something different. 😛

 #bwc #bleached #gook #chink #wmaf #raceplay #Chinese #China https://t.co/N4sBcP55kE",0,0,2,2021-08-29,1,1,1
1130265065016311808,2021-09-10 07:17:50+00:00,1436227400963141632,en,1,0,0,1,Twitter for Android,"79.35 Genders and Mother Nature is racist. 

https://t.co/RzmZDj8Jit

#sayit #prayit #epochtv #foxnews #Australia #China #Afghanistan #scamdemic #hotboxtalk #taliban #tiktok #Twitter #roasted #Realtalk #Proudboys #fuckantifa #lbgt #LBGTQIA+ #alphabetgang #screwyourflag",0,0,2,2021-09-10,1,1,1
104141401,2021-12-08 12:36:36+00:00,1468560137812156423,en,1,0,0,0,Twitter Web App,"#PMQs  Would that be the same #China #IanDuncanSmith that you tories are always so desperate to do filthy deals with, now you've ripped us away from our largest closest and best market, hmmm? 
#ToryCriminalsUnfitToGovern #RejoinEU #ToryScum 
#JohnsonTheCorruptPM",0,0,2,2021-12-08,1,1,1
271806250,2021-02-01 01:09:27+00:00,1356046974663979013,en,0,0,0,0,Twitter Web App,#OhioState;#NWO;#ThePrince;#TheBattle;#TheBeast..4 #Russia &amp; #China &amp; #Germany &amp; #Iran N #NorthKorea &amp; #All: 4UC #TheHawaiianTinkerBallWithFlowers is scared of #Niggas but #Kubrom is #Only scared of #Hell #Bitches...,1,2,2,2021-02-01,1,0,1
980227416,2021-03-14 15:31:39+00:00,1371121856636350467,en,2,0,0,2,Twitter for iPhone,"Now you speak out because it hurts you #China ?  This is internal affair &amp; stay the fuck out of it. If you can't accept it, you are most welcomed to get the fuck out of our country and bring back your SEAFOOD along.  #WhatsHappeningInMyanmar",1,1,2,2021-03-14,1,0,1
1195507945879961600,2021-08-17 04:41:43+00:00,1427490804336009216,en,0,0,0,0,Twitter Web App,"WHO officials struck a ‘backroom arrangement’ with the Chinese to stifle the investigation into Covid-19’s origins. 
#China 's virus has #killed approximately 4.3 million people worldwide. #ChinaLiedPeopleDied #Covid19MadeInChina
#FUCKCHINA
https://t.co/9lRgSOvGpn",1,2,2,2021-08-17,1,0,1
1195118503684165633,2021-11-24 03:28:16+00:00,1463348718774755330,en,0,0,0,0,Twitter for Android,"Save #Elephants and Shut Down China's Ivory Pipeline https://t.co/LmPzwRzLmo
#stoppoaching #China #banwildlifetrade #stopkillinganimals @China2ASEAN @china @ste_kenya",1,0,0,2021-11-24,0,1,1
1337695317790236672,2021-03-05 11:03:31+00:00,1367792889305169922,en,0,0,0,2,Twitter for Android,"Shame on #Russia and #China , the blood of Innocents is on their hands.
Our hope is on #tigray people and soon DART will be loading...
#TigrayGenocide 
#TigrayWillPrevail 
#EritreanTroopsOutofTigray",0,0,2,2021-03-05,1,1,1
4226615900,2021-05-03 05:50:06+00:00,1389094899237019652,en,10,0,0,2,Twitter for Android,"if world wants to live, china should die.
#shameOn_xi_jinping
#bycottCHINA 
#frankOpinoin 
#China 
#endChina 
#Unite2FightCorona",1,1,2,2021-05-03,1,0,1
1350866590938624000,2021-05-08 04:24:54+00:00,1390885395878064132,en,0,0,0,0,Twitter for iPhone,"#Usa , #China , to Stop China , Us need Muslims Country to be in , But , All Muslims will not follow Us , for many reasons: Afghanistan, Irak , Syria , Yemen , Egypt, Kashmir ,Uyighurs , Horingas , Palestine, Us support dictators and destroy Muslims country",1,1,2,2021-05-08,1,0,1
534091198,2021-11-16 00:04:55+00:00,1460398440949510147,en,3,0,0,0,Twitter for iPhone,"I hate #China for poisoning the world w the #ChinaVirus. My 90 yr old father is locked down w no visitors allowed in a nursing home because one staff member tested positive. Fuck the evil #CCP. 

#ChinaIsEvil #boycottbeijingolympics #boycottchinaproducts 

#BREAKING #FoxNews",1,1,2,2021-11-16,1,0,1
1220778957689278470,2021-06-27 03:05:44+00:00,1408984864532037632,en,10,1,1,8,Twitter for iPhone,"TLDR: #CCP #China is committing #genocide in #Xinjiang!!

#FuckCCP #stopuyghurgeonocide #closethecamp #womenright #mybodymychoice #forcedsterilisation #meme #abortion #uyghur #uyghurlivesmatter #birthrate https://t.co/hRmEE7Cw5u",1,1,2,2021-06-27,1,0,1
1041405563974897665,2021-06-28 17:36:23+00:00,1409566360120610816,en,4,1,0,1,Twitter for Android,"Not You and Not WHO.
We know only one truth that many of our dear one are dead. 
And #China is culprit.
China need to be removed from globe 
#BycottChina #ChineseVirus
#BycottChineseProduct 
 https://t.co/ZkAOllb4qb",1,1,2,2021-06-28,1,0,1
4816773813,2021-09-27 15:07:06+00:00,1442506087048036354,en,0,0,0,0,Twitter Web App,"#China  says Canada needed to learn its lesson.

If you sleep with Chinese dogs, you'll wake up with Chinese fleas.

Ban #Huawei 5g technology from Canada now!!",1,1,2,2021-09-27,1,0,1
1006840386,2021-05-26 17:51:21+00:00,1397611328630525952,en,0,0,0,0,Twitter for Android,"#TaiwanIsACountry #TaiwanIsNotChina

 #china is #Terrorist #State
 #chinise are enemy of #humans",0,0,2,2021-05-26,1,1,1
1160140187692863493,2021-05-04 18:25:35+00:00,1389647411509923847,en,0,0,0,0,Twitter Web App,"#Forced #labour, #genocide II WW remembering.
In #China there are still #forced labour and #genocide 2.0 with #Uyghurs.
#China #free the #Uyghurs, you not own #Humanity!",1,1,2,2021-05-04,1,0,1
831199450752249859,2021-01-05 06:37:42+00:00,1346345109315530753,en,0,0,0,0,Twitter for iPhone,https://t.co/PPUlKukWa3      PROOF OUR GOVERNMENT SOLD OUT TO CHINA  GET THIS TO EVERYONE #DEMOCRATS #Republican #MAGA ONE AMERICA #Trump #TRUMP2020ToSaveAmerica #China #CCPChina   #FightBack #MAGA #Trump #GOP #trumpvoterclub #itsnotover #Republican #backtrump #StopTheSteaI #GOP,1,0,0,2021-01-05,0,1,1
1422227122525917186,2021-09-14 11:02:32+00:00,1437733497922260992,en,1,0,0,0,Twitter for Android,"In Pakistan39.2%of the population lives below the national poverty line The filthy rich military generals and Pakistani elites in charge of the country cant feed their own people but are obsessed with conquering Afghanistan #SanctionPakistan
#FreeAfghanistan 
#NoToTaliban
#China",1,2,2,2021-09-14,1,0,1
64796937,2021-06-03 19:30:28+00:00,1400535374544261120,en,34,0,4,4,Twitter for Android,"Yes #EndThePandemic
This pandemic was gifted by #China 🇨🇳
Don't ever forger this. #ChinaLiedMillionsDied 

Same thing now China is saying for new bird flu.. I hope n wish ye bhi world ko ek gift na ho",1,1,2,2021-06-03,1,0,1
1071188813140148224,2021-03-05 02:01:46+00:00,1367656550911909889,en,0,0,0,0,Twitter for Android,"Shame on #China, #India and #Russia for giving deaf ear about #Tigray #Genocide.  
#StopGenocideonTigray 
#StopEthnicCleanisingofTigray 
#EritreanTroopsOutofTigray 
#AmharaMilitiaOutofTigray 
#StopRapingwomenInTigray",1,0,0,2021-03-05,0,1,1
1264269225956388864,2021-01-06 14:13:54+00:00,1346822303095664641,en,0,0,0,0,Twitter for iPhone,Niggas hate #America so much they sold them selves to #China! #2021,1,1,2,2021-01-06,1,0,1
1357023118007537667,2021-02-28 05:04:43+00:00,1365890652060409860,en,0,0,0,1,Twitter for Android,"China &amp; Russia Get Out From Our Country!! We Don't need you two!! Get Out! We Myanmar Citizen don't need you!!! 
#Feb28Coup
#WhatsHappeninglnMyanmar 
#China #Russia Get Out From Our Country!!! https://t.co/0TO0vVUIwb",1,1,2,2021-02-28,1,0,1
1346705736215142404,2021-01-16 21:10:28+00:00,1350551016236670976,en,0,0,0,0,Twitter,#china is still doing an active #genocide on the #uyghur minority in #xinjiang #fucktheccp #nukebeijing,0,0,2,2021-01-16,1,1,1
1356810166411223045,2021-05-25 18:04:11+00:00,1397252170756640768,en,0,0,0,0,Twitter Web App,#China wan enter our kids because den know say den no too sabi anything. Na we wey be adult go make sure say this kind thing no happen. Make we protect our future from these #Chinese mago mago. https://t.co/5Y9l6QAET9,1,0,2,2021-05-25,1,1,1
1288963746908590080,2021-12-02 12:35:20+00:00,1466385492304355330,en,76,1,2,12,Twitter Web App,"#China fucked the world over with #COVID19 . Serves #chinks right when white men fuck #Asian women.

 #CoronavirusPandemic https://t.co/xcJYuRh6ZL",1,0,2,2021-12-02,1,1,1
1238163385558151168,2021-03-29 15:57:17+00:00,1376564125350957059,en,0,1,0,0,Twitter for Android,"#China get the f*ck out of Iran.
Consider this as a f*cking threat😡
#No2IRChinaTreaty 
#ChinaGetOutOfIran",1,1,2,2021-03-29,1,0,1
17756694,2021-02-07 16:51:52+00:00,1358458469490315274,en,0,0,0,0,TweetDeck,"Dear #China Joe. May the bloody piles torment you,
and corns grow on your feet.
May crabs the size of roaches,
crawl 'round your balls and eat.
And when your old and a total reck
may your head  fall through your asshole
and break your fucking neck.",1,0,2,2021-02-07,1,1,1
2889274562,2021-02-20 06:51:43+00:00,1363018477284507648,en,0,0,0,0,Twitter for iPad,WHO Believes Ferret-Badgers and Rabbits Could Have Spread COVID-19 to Humans: https://t.co/eXGLmnDH2k #Trump #USA #America #Russia #Europe #UK #EU #DeepState #DrainTheSwamp #MAGA #Propaganda #Covid19 #Coronavirus #Australia #China #auspol #Breaking #News #CovidVaccine #Wuhan #CNN,1,0,0,2021-02-20,0,1,1
1353905932309307393,2021-11-05 19:21:49+00:00,1456703315346173963,en,0,0,0,0,Twitter Web App,Fuck around and find out #China.  Your propaganda will never defeat a free man.  I am an American and I do not fear China!  We will never be defeated our lose our status to China or any other nation.  For so long as God has blessed America she cannot fall.  Look and see.,1,1,2,2021-11-05,1,0,1
1341210461707132930,2021-12-03 02:23:08+00:00,1466593815008096256,en,0,0,0,0,Twitter for iPad,Free the #Uygher muslims slaves in #China!! @SCMPNews #TaiwanIsaCountry @Chinamission2un @ChineseEmbinUS @ChinaEmbOttawa #Muslims #Islam @seanhannity,1,2,2,2021-12-03,1,0,1
809975563691532288,2021-04-14 14:07:04+00:00,1382334592372285442,en,0,0,0,0,Twitter for Android,"Hey #China, Get out of My Country! 
Don't mess up with us!",1,1,2,2021-04-14,1,0,1
1021254983164092417,2021-02-27 06:04:57+00:00,1365543424489889792,en,0,0,0,0,Twitter for Android,"Fuck China's communist ass and the ""China-Virus"" they plagued the world with.

Maybe if they didn't starve their own people, my Father would have never caught this shit virus.

#COVID #China",1,1,2,2021-02-27,1,0,1
1366563312440344578,2021-07-28 15:38:47+00:00,1420408399821410310,en,1,0,0,0,Twitter for iPhone,"#China 
They’ve infiltrated our politics.
Purchased our representatives like cheap whores.",1,2,2,2021-07-28,1,0,1
1423554975590928389,2021-08-17 18:51:44+00:00,1427704714813190152,en,0,0,0,1,Twitter for iPhone,Hey China. Fuck China! Bring that weak shit to American turf. #China #ccp @MFA_China @SCMPNews @ftchina @teslacn,1,1,2,2021-08-17,1,0,1
1299884885683793920,2021-06-04 21:43:19+00:00,1400931194074656768,en,1,0,0,0,Twitter for Android,"Baby, you arch your back so beautifully. Now spread your legs wide so I can shred that swim suit and f*ck you. Hard! 
________________________________________________ #sexyhunk #SexyAss #hotasianhunk #hothunk #sexgod #muscle #bottom #gaychina #gay #lgbt #china #shanghai https://t.co/HKrscTgrGf",1,2,2,2021-06-04,1,0,1
113182685,2021-03-24 17:37:28+00:00,1374777396553904139,en,0,0,0,0,Twitter Web App,#China... do you see it how we see it? Blood on the streets? Does it look like leaders are turning your neighbors against you? It's not who built it that steal from their own. #Yakuza are not #free to enter their own temples because of the #GodDamnedMob #MySnakeCult is #offended. https://t.co/6y73y1WAIg,1,2,2,2021-03-24,1,0,1
573142258,2021-02-09 06:09:41+00:00,1359021631709057026,en,0,0,0,0,Twitter for iPhone,And China has Muslims &amp; Christians in prison camps as we speak. ..... so play with us if you want too. Everybody in the United States got guns 💥 💪 WE WILL FUCK YALL UP #CHINA yall better leave Taiwan tf alone.  @TaiwanPresSPOX,1,1,2,2021-02-09,1,0,1
1423692128568320006,2021-08-10 03:57:33+00:00,1424942971414192128,en,34,0,1,12,Twitter for Android,"My dick,dM ME
#nsfw #cock #cocktribute 
#hand #bigdick #bigcoke #China
 #射屏 #反差婊 #颜射 #自慰 #淫荡 #下贱  #射精 #寝取られマゾ #意淫  #颜射 #多精 #媚黑 #ntr #女友 #闺蜜 #母猪 #雌豚 #母狗 #高潮 #中出 #性瘾 #ぶっかけ #巨根 #大鸡巴 #섹트 #섹스 #야노 #야외노출 #노팬티 #外国人 https://t.co/kXqY9wCmmL",0,0,2,2021-08-10,1,1,1
840745788,2021-03-15 08:56:49+00:00,1371384882459410435,en,0,0,0,1,Twitter Web App,"#China, Get Out from Our Country.
We do not want you.
Out NOW.
#GetOutChina https://t.co/6OKtq1D1oY",1,1,2,2021-03-15,1,0,1
1360633828663037952,2021-10-26 17:57:12+00:00,1453058144632983557,en,0,0,0,0,Twitter for Android,"Yet again, American Stupidity rises above. Cheering the SAME #Propagandists preparing yet another murderous #CrimeAgainstHumanity with months of #propaganda from swine that NEVER paid for their countless #WarCrimes! Maybe If they were #POC @IntlCrimCourt would give a sht! #China https://t.co/e2WJa1OfhE",1,0,0,2021-10-26,0,1,1
1014588663932452864,2021-02-13 10:47:43+00:00,1360541155830755335,en,0,0,0,0,Twitter for Android,"Forget #finger4 to #finger8 for a sec 
BUT THINK HARD HOW IMP IS #SOUTHERN PART OF #PangongTso
Do u think #China is #STUPID?
Disengagement from southPart is like killing urself
If #CHINA comes again in future it will 1st try to occupy that part then what you will lose all fingers https://t.co/gZgmFJiR5H",1,1,2,2021-02-13,1,0,1
191094261,2021-12-05 22:25:12+00:00,1467621102046388229,en,0,0,0,0,Twitter for Android,"I think this is hilarious. #China is fuck the #Taliban DRY like the Bitch they are ! 
https://t.co/oJ56NIHJPj",1,1,2,2021-12-05,1,0,1
1327409018638397444,2021-09-23 14:38:50+00:00,1441049424998768648,en,0,0,0,0,Twitter Web App,"Fuck you Zack! Fuck you OKT ! 
Fuck you Final Fantasy Bunnies! 
#FF #CHINA #Wuhan #WuhanLabLeak 
#asmongold #OTK #TexasTaliban #borders #Texas #TexasDeservesBetter",0,0,2,2021-09-23,1,1,1
1336422527321554944,2021-09-25 06:33:06+00:00,1441651961959313416,en,0,0,0,0,Twitter for iPhone,#canada should have tortured and knocked off that #chink c..t like the #disgustingchinese do to Tibetans and other minorities. #china #chinese #XiJinping #BoycottBeijingOlympics https://t.co/LYpdPwYVM2,0,0,2,2021-09-25,1,1,1
1161371545500975104,2021-08-01 09:53:28+00:00,1421771053169143811,en,0,0,0,0,Twitter Web App,"Rich Chinese are infiltrating the US and stealing it from right under American noses. Proof? Look up any US city on https://t.co/G5GgOEGM4g; Asian incomes are through the roof. Asians are the new Jews.
#rich #jewish #china #chinese #wealth #stealing #america #usa #whitegenocide",1,2,2,2021-08-01,1,0,1
717890122,2021-03-07 16:59:43+00:00,1368607304644452356,en,0,0,0,0,Twitter for Android,#mfatunisia #tunisieDiplo #NTV Kenya #StateHouseKenya #PresidenceNiger your decisions to side with #RussiaUN and #China on #TigrayGenocide would set you as a historical enemy of the people of Tigray. Side with innocents not with tyrants. #StopGenocideOnTigray,0,0,2,2021-03-07,1,1,1
99720491,2021-05-28 00:24:48+00:00,1398072730818420737,en,9,0,1,4,Twitter for Android,END THE #YULINDOGMEATFESTIVAL! IT IS BARBARIC AND HAS NO PLACE IN THE MODERN WORLD! there is NO excuse to continue this sickening and sadistic event 🖕🏻#china #yulin #barbaric #disgusting #nodogsleftbehind #animalrights,1,0,0,2021-05-28,0,1,1
4716326204,2021-04-01 04:58:28+00:00,1377485491633803264,en,0,0,0,0,Twitter for Android,"Gas pipeline to China must fire now for urgent. #China is worst country on tge world. Every China products have to ban for Myanmar. 
#WhatsHapppeningInMyanmar 
#BoycottChina
#FireGasPipeline
#NoMoreChinaInMyanmar
#AgainstChinaProduct
#CrimesAgainstHuminity
#R2PforMyanmar",1,1,2,2021-04-01,1,0,1
969144669677350913,2021-04-22 14:26:42+00:00,1385238636287856641,en,0,0,1,0,Twitter for Android,"Those fuckers fed on dogs, bats and human featus and what not which gave rise to this fucking virus ... #china #COVIDEmergency2021 @WHO",1,2,2,2021-04-22,1,0,1
15231064,2021-12-28 15:59:01+00:00,1475858836934127619,en,0,0,0,0,Twitter Web App,#china and will nuke it out if the usa goes down and out. no need to nuke the usa. china will own it,0,0,2,2021-12-28,1,1,1
1288963746908590080,2021-09-12 13:19:48+00:00,1437043267053490176,en,72,0,3,16,Twitter Web App,"It's so hard being a #ChineseWoman living in #China. I had to literally beg for #WhiteMen to fuck my #ChinesePussy. And even had to risk being beaten up by jealous #Asianwives.

#AsianGirls in #America just don't know how easy they've got, to be surrounded by #BWCs https://t.co/uzxzoUPVpP",1,1,2,2021-09-12,1,0,1
1364611793046310913,2021-09-01 00:55:33+00:00,1432869703660326912,en,0,0,0,0,Twitter for iPhone,How many liberals visit the Great Wall of #China each year to be awestruck? Those racist Chinese built that wall to keep the Mongolians out. What a shame. 😉 #AfghanistanCrisis #HongKong,1,1,2,2021-09-01,1,0,1
1897972849,2021-01-28 01:29:21+00:00,1354602432492433410,en,0,0,0,0,Instagram,"Well Asshole It’s Been A Week And 25,519 People Have Died On Your Watch Of The #China🇨🇳 Virus 🦠 #China 🇨🇳 Virus 🦠 #China 🇨🇳 Virus 🦠 #BanThatBitch #WeMissTrump #SaveAmerica #Trump2024 🇺🇸 https://t.co/LUSFYZAIZO",1,1,2,2021-01-28,1,0,1
2559231074,2021-04-22 06:34:33+00:00,1385119815891787777,en,0,0,0,0,Twitter for Android,"FUCK You #China you created this Virus and the entire world is suffering except u
#COVIDEmergency2021 #cancel12thboardexams2021 #SecondWaveofCovid19",1,1,2,2021-04-22,1,0,1
794903281,2021-12-14 07:06:13+00:00,1470651321883799552,en,0,0,0,0,Twitter for Android,"Being a government, doesn't give you a right whatsoever to attack and bomb civilians. western nations are obligated to arm #Tigray fighters in protecting their own land and people! Just like the opportunist, fascist  #uae #turkey #china #iran are arming #abiyahmed . @POTUS @hrw",0,0,2,2021-12-14,1,1,1
305946125,2021-09-11 03:01:32+00:00,1436525289006264320,en,0,0,0,1,Twitter Web App,#China #Russia #Iran #ISI #Pakistan  n other nations that support terrorist #Taliban  what ever evil they  do #Afghanistan  U support them if you hypocrite countries love these animals allow them to come to your country see what the will do 2 u and ur people,1,1,2,2021-09-11,1,0,1
934963184,2021-05-14 00:36:19+00:00,1393002197835681796,en,0,0,0,0,Twitter for iPhone,Who the fuck is this@muthafucker    Get him.  #yvr #canada #vancouver #fuckface #mofo #bc #britishcolumbia #fuckthisfuck  #richmond #surrey #lowermainland #covid #china #fuckthisdude https://t.co/g3OnE1prZk,0,0,2,2021-05-14,1,1,1
736565639943467008,2021-05-10 15:00:51+00:00,1391770213750906881,en,0,0,0,1,Twitter for Android,"#China is fucking up the Planet.
China is so polluted that the Toxic Air is literally giving people
Black Lung. Inhaling small metal particles in the air.
There is 0 regulations going on.
This Toxic pollution will eventually float around the World.
#pollution
#UN Do Something! https://t.co/MyoIAOsBC1",1,1,2,2021-05-10,1,0,1
337379645,2021-05-06 05:10:02+00:00,1390171980012441604,en,3,0,2,0,Twitter for iPhone,"SARS = China
COVID-19 all types = China 
Animal endanger = China
Animals endangered = China
Rocket threatening earth = China
Why they always get away with their shit? 
For real tho;
Can’t we just bomb china? Or isolate them? 
#chinarocket #China 
#صاروخ_الصين
#صاروخ_صيني",1,1,2,2021-05-06,1,0,1
1415651748925087748,2021-09-18 18:22:49+00:00,1439293852406501377,en,0,0,0,0,Twitter for iPhone,"Do Africans transform their countries by the Aid the west keep on pouring to us? No!. Its time to unlearn the dependency of the west cuz now we do have a willing and competent substitute, like #China , over them. Colonizers are not willing to change but Africans do.
 #USA",1,1,2,2021-09-18,1,0,1
1239083095153766402,2021-12-24 15:19:05+00:00,1474399234728206343,en,0,0,0,1,Twitter for Android,"#Tigray #NoFlyZoneInTigray #DrobFoodNotBomb
#EndTigraySiege NOW
#ReconnectTigray NOW
#StopWarOnTigray  #UAE, #China , #Turkey, and #Iran  #StopDroneAttacks on #Tigray 
Stop #TigrayGenocide NOW",1,0,0,2021-12-24,0,1,1
1336422527321554944,2021-12-07 05:00:39+00:00,1468083009286905857,en,0,0,0,0,Twitter for iPhone,"Its not enough but at least he’s done something. @JustinTrudeau @liberal_party are #chink lovers so won’t do anything. Ban #Chinese people &amp; goods from #Canada until they #FreeTibet &amp; other minorities.
#disgustingchinese #china #XiJinping #CCP #bushmeat https://t.co/OYYHwUXvkK",1,0,2,2021-12-07,1,1,1
1375783667981762563,2021-09-15 09:09:13+00:00,1438067367674847233,en,46,2,3,9,Twitter for Android,#china vs #germany one #german #young #bwc follower agree to compare with one photo of my #loser #chink bf sent to me. Hahahhaha #bwc #wmaf power what a #humiliation https://t.co/nwvzzdCo7C,0,0,2,2021-09-15,1,1,1
