Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,author id,created_at,id,lang,like_count,quote_count,reply_count,retweet_count,source,tweet,CARDIFFNLP_ROBERTA_PREDS,hateXplain_PREDS,COVID_HATE_BERT_PREDS,COVID_HATE_BERT_PREDS_bin,hateXplain_PREDS_bin,voting_results
27955,27955.0,27955.0,1.5321291201628283e+18,2022-06-17 13:50:19+00:00,1.537794775222567e+18,en,0.0,0.0,0.0,0.0,unk,"WEST PEOPLE WANT STOP DOING BUSINESS WITH COMMUNIST COUNTRIES AND DICTATORSHIPS. 

GO TO TH HELL ...

ATACK UKRAINE  IS ATACK ALL WEST.

RUSSIA AND HIS PARTNERS WILL PAY THE SAME PRICE OF UKRAINE #EUROPE #EU #EUROPEUNION #CHINA #INDIA #RUSSIA #UK #GERMANY #LUXEMBOURG #SWIZERLAND https://t.co/UsGVne1nzx",1,0,2,1,1,1
23110,23110.0,23110.0,1.1462312865093427e+18,2022-03-23 10:03:59+00:00,1.506572457884328e+18,en,1.0,0.0,0.0,0.0,unk,Not sure how achievable that is but #china definitely wanted it. #australia with rich resources and close relationship with the #us and #uk it’s a very delicious piece of meat that the #ccp wolf wanna eat! #fuckcco #boycottchina #russia #belarus https://t.co/rxvvwWcMLC,0,0,2,1,1,1
25733,25733.0,25733.0,164309974.0,2022-12-21 14:33:27+00:00,1.6055721588763976e+18,en,0.0,0.0,0.0,1.0,unk,#China it’s karma .. you made a virus .. it’s not going away .. face it .. long way to go before the crimes against Tibetans &amp; other ethnic minorities hits home. At some point will implode like the erstwhile USSR #COVID19 #whuanvirus,0,0,2,1,1,1
153385,153385.0,153385.0,1.5076959557175951e+18,2022-04-24 18:27:08+00:00,1.5182954900010844e+18,en,0.0,0.0,0.0,0.0,unk,"Saudi Arabia deports Uyghur Muslims to China.
They are deported from House of God (Makkah) to Hause of devil (to be tourturd)!
#SaudiArabia #China #Uyghur #MuslimLivesMatter #Dictator #Makkah #TORTURED #Ramadan #Hypocrisy #CrimesAgainstHumanity #humanity #Islam #FuelPrices #gas",1,2,2,1,0,1
88808,88808.0,88808.0,2902130034.0,2022-03-01 16:35:28+00:00,1.4986984442313482e+18,en,0.0,0.0,0.0,0.0,unk,"But the cocksuckers won't say SHIT about #China.
#Disney and #WarnerBros. will pause theatrical movie releases in #Russia. https://t.co/Gc6twmo1xh",0,0,2,1,1,1
20760,20760.0,20760.0,1.5525360831869747e+18,2022-12-23 02:24:31+00:00,1.606113491470979e+18,en,122.0,0.0,7.0,11.0,unk,"Warm up my pussy~

#nsfwtwt #nsfwtw #nsfw #nsfwaudio #wet #college #collegestudents #china #horny #collegewhore #jav #asian #barelylegal #incest #leaked #leak #public #skirt #upskirt #cumshot #titdrop #tit #hugetits #pussy #masturbate #dildo #maid #thighs #egirl #winterstorm https://t.co/ayVX2Rq8fT",1,0,0,0,1,1
27963,27963.0,27963.0,1.5321291201628283e+18,2022-06-17 13:48:51+00:00,1.5377944041860383e+18,en,0.0,0.0,0.0,0.0,unk,"WEST PEOPLE WANT STOP DOING BUSINESS WITH COMMUNIST COUNTRIES AND DICTATORSHIPS. 

GO TO TH HELL ...

ATACK UKRAINE  IS ATACK ALL WEST.

RUSSIA AND HIS PARTNERS WILL PAY THE SAME PRICE OF UKRAINE #EUROPE #EU #EUROPEUNION #CHINA #INDIA #RUSSIA #UK #GERMANY #LUXEMBOURG #SWIZERLAND https://t.co/9n7ypbu6AD",1,0,2,1,1,1
192372,192372.0,192372.0,1.5766024137206374e+18,2022-10-25 17:04:00+00:00,1.5849539368131338e+18,en,10.0,0.0,0.0,0.0,unk,sending my dick to everyone who like or dm me🍆#dick #cock #dickrate #wanking #jerkoff #cum #horny #sext #tradenudes #nudes #bigdick #hardcock #hornyteen #nsfwtwt #nsfwtw #bwc #wanking #nude #penis #trade #hot #asian #china #thai #japan #PINTOSAWARDS #cum #german #bi #gay #horny,1,0,0,0,1,1
227282,227282.0,227282.0,1.213107856678912e+18,2022-07-17 11:31:30+00:00,1.5486314741942886e+18,en,0.0,0.0,1.0,1.0,unk,"Want to see what happens endless lockdown, isolation, misery, hell on earth if you let them tell you there’s another mokeypox pandemic. Look at China. Tell everyone. #China #BREAKING #COVID19 #monkeypox #RETWEEET https://t.co/QDFmeErkvM",0,0,2,1,1,1
17113,17113.0,17113.0,1.5538087166752236e+18,2022-09-24 17:21:25+00:00,1.5737242962828657e+18,en,2.0,0.0,0.0,0.0,unk,I can’t wait until I rule the world and make you all obey me! Kamala will slip and fall on my greasy wake! #GreasyGavin #China #POTUS,1,2,2,1,0,1
213066,213066.0,213066.0,1.016882632896938e+18,2022-01-13 02:58:15+00:00,1.4814605546780836e+18,en,0.0,0.0,0.0,1.0,unk,"I will unleash a muthfucka on your pussy asses that’ll be impossible to contain!gtfo #Fools #Truth! #UK #EU #Congress #POTUS #Canada #UN #China #Russia #Mex #Col #Beijing #Moscow #FactCheck #UnitedNations
#Putin #XiJinping #WhiteHouse @CNN #CNN #Media #USA #UnitedStates #Trending",0,0,2,1,1,1
158637,158637.0,158637.0,628478237.0,2022-02-04 12:46:04+00:00,1.489581016939434e+18,en,0.0,1.0,0.0,1.0,unk,Did you know more Americans have died from Chinese #fentanyl than from Covid. We need to close the southern border and hold #China accountable! @GOPChairwoman @GOP #WakeupAmerica,1,1,2,1,0,1
181581,181581.0,181581.0,135103220.0,2022-08-02 14:50:01+00:00,1.5544796386171617e+18,en,7.0,0.0,8.0,0.0,unk,"🤣🤣🤣Fucking Chinese communists have less balls than a spider monkey🐒
Get ready for West #Taiwan 

#China #Taipei #maosmalldick #reddicks https://t.co/ICfIry7KsC",0,0,2,1,1,1
129603,129603.0,129603.0,1.1307286042397082e+18,2022-08-12 18:18:47+00:00,1.5581560554560184e+18,en,0.0,0.0,0.0,0.0,unk,"#HongKong has never been a #British #colony? I guess probably they wanna mean that #ccp #china is actually #colonizing Hong Kong now? Or more like Hong Kong now being the colon of China, full of ccp shit …
#fuckccp #boycottchina https://t.co/TiDwsCRVnx",0,0,2,1,1,1
114177,114177.0,114177.0,1.2265910663857357e+18,2022-02-22 00:50:30+00:00,1.4959239201381212e+18,en,0.0,0.0,0.0,0.0,unk,#India needs to be careful of #China. #CCP #COMMIE fuckers may try to invade #ArunachalPradesh n #Ladakh n #sikkim at the same time. We need to k*** at least 250K CCP Commie fucks.,1,2,2,1,0,1
208338,208338.0,208338.0,1.016882632896938e+18,2022-01-14 19:04:58+00:00,1.4820662271493489e+18,en,1.0,0.0,0.0,2.0,unk,Law likes to fuck you with each count…I will anally rape the law with each misbehaved count whether their cunts are ready or not. It’ll be a showdown!#UK #EU #Congress #POTUS #Canada #UN #China #Russia #Beijing #Moscow #FactCheck #UnitedNations #Putin #XiJinping #WhiteHouse #CNN,0,0,2,1,1,1
168921,168921.0,168921.0,17238730.0,2022-08-03 11:05:44+00:00,1.554785583670743e+18,en,0.0,0.0,0.0,0.0,unk,"#MorningJoe
Is #China afraid of a Women

Men to Taiwan not a PEEP from them

China and it's lying Unleashed #Covid that has killed Millions and is still Killing Worldwide

China shd be paying $$ to Every Country in the World 

#SueChina He tried to warn us they shut him up https://t.co/MPCgPS5WgG",1,1,2,1,0,1
27722,27722.0,27722.0,1.5525360831869747e+18,2022-12-21 04:26:12+00:00,1.6054193380931666e+18,en,44.0,0.0,2.0,5.0,unk,"Which hole would you use?

#nsfwtwt #nsfwtw #nsfw #nsfwaudio #wet #college #collegestudents #china #horny #collegewhore #jav #asian #barelylegal #incest #leaked #leak #public #skirt #upskirt #cumshot #titdrop #tit #hugetits #pussy #masturbate #dildo #maid #thighs #egirl https://t.co/uaVfkcMdsY",1,0,0,0,1,1
51597,51597.0,51597.0,1.4986961581847224e+18,2022-06-07 10:03:39+00:00,1.5341138543341486e+18,en,7.0,0.0,0.0,0.0,unk,"♠️yea anal fuck babe♠️
#chinese #chinesewomam #chineseslut #china #chinesebitch #chineseBBC #chinesefuck #blasian #chineseblackfuck  #blackman #blackcock #Meihei #chinesemeihei #BBC #analfuck #pussyfuck #blowjob https://t.co/RbaVoQWDXW",1,0,2,1,1,1
69878,69878.0,69878.0,1.3572844474191299e+18,2022-05-30 09:49:53+00:00,1.5312112845862134e+18,en,0.0,0.0,0.0,0.0,unk,"China and Cambodia,they are meddler bitch! and want to get natural sources by cheapest rate from Junta. But we Myanmar peoples do not accept that.Stay away from us mother fu.kers!
#WhatsHappeningInMyanmar
#China
#junta
#Myanmar https://t.co/HeAYziIZo8",1,1,2,1,0,1
180224,180224.0,180224.0,151930383.0,2022-10-30 21:44:40+00:00,1.5868365086523105e+18,en,922.0,14.0,62.0,259.0,unk,#China’s #communists do not belong in our country. Expel them all. #CCP,1,1,2,1,0,1
67003,67003.0,67003.0,1.4225445414045123e+18,2022-03-09 10:57:00+00:00,1.5015123688991744e+18,en,1.0,0.0,0.0,0.0,unk,"If you're hating the west STOP TO HAVE BUSINESS WITH IT!!! China and Russia gains tons of money thanks to NATO countries. Stop to have business relationships with us, shut off your industries, and stop to kill people. #UkraineRussiaWar #WWIII #China #Russia #NATO #USA #UE",1,1,2,1,0,1
55504,55504.0,55504.0,1.5525360831869747e+18,2022-12-11 21:23:40+00:00,1.602051514985595e+18,en,82.0,0.0,0.0,6.0,unk,"I can barely swallow it~

#nsfwtwt #nsfwtw #nsfw #nsfwaudio #wet #college #collegestudents #china #horny #collegewhore #jav #asian #barelylegal #incest #leaked #leak #public #skirt #upskirt #cumshot #titdrop #tit #hugetits #pussy #masturbate #dildo #fakecum #maid #single #ahegao https://t.co/djEzD38idC",1,0,0,0,1,1
142358,142358.0,142358.0,1.28896374690859e+18,2022-02-10 02:26:39+00:00,1.491599464091558e+18,en,27.0,0.0,0.0,1.0,unk,"What punishments should white men prepare for #Asian slut-traitors who defect to #China  ? 

#Eileen_Gu #EileenGuTraitor #Chinese #chinesecommmnistparty https://t.co/hTrCdwapTt",1,2,2,1,0,1
105798,105798.0,105798.0,1.3491316713926738e+18,2022-11-27 23:27:38+00:00,1.5970092818194883e+18,en,1.0,0.0,0.0,0.0,unk,"#China beat dogs/cats to death if owner tested positive for Covid19
Chinese govt allows monsters to boil, blow torch dogs alive. They chop off their legs while they are alive
The dogs suffer unimaginable pain
#Chinese govt are barbarians 
#BanYulin
https://t.co/xJzxBW4v7b",1,1,2,1,0,1
220825,220825.0,220825.0,15935404.0,2022-01-09 18:17:12+00:00,1.480242265830224e+18,en,0.0,0.0,0.0,0.0,unk,"Not to belittle the atrocity of China's treatment of Uyghurs, it's nonetheless important to remember that China's wariness of them is largely because they are Moslem, and we once had a President that wanted to ban all Moslems from entering the US. #China #Uyghurs #Moslems",1,0,2,1,1,1
7899,7899.0,7899.0,1.5525360831869747e+18,2022-12-27 22:54:35+00:00,1.6078725997318676e+18,en,21.0,0.0,0.0,1.0,unk,"I have a femboy kink~

#nsfwtwt #nsfwtw #nsfw #nsfwaudio #wet #college #collegestudents #china #horny #collegewhore #jav #asian #barelylegal #incest #leaked #leak #public #skirt #upskirt #titdrop #tit #hugetits #pussy #masturbate #dildo #maid #thighs #egirl https://t.co/dcr1eGQGhd",0,0,2,1,1,1
179412,179412.0,179412.0,1.465082294796968e+18,2022-01-27 18:00:00+00:00,1.4867609187552584e+18,en,0.0,0.0,0.0,0.0,unk,"Corrupt #Pelosi Shifted Her Stance on #China as Family Scored #Beijing Deals

https://t.co/XkHrlil6mm #DemocratsDeliver #DemocratsAreDestroyingAmerica #DemocratsHateAmerica #DemocratsAreADisaster #pelosiforgitmo #nukesacramento #pelosiisacorrupthag #chineseasset #chineseshill",1,0,1,0,1,1
92465,92465.0,92465.0,4619067622.0,2022-02-28 11:46:19+00:00,1.4982632898218066e+18,en,9.0,0.0,0.0,0.0,unk,"There is no #good and #bad #invaders. Invader is invader, whether it is America or Russia or China...
#USA, #Russia, #China, #UK and France have been invaders and still they are.",1,1,2,1,0,1
210396,210396.0,210396.0,111515423.0,2022-01-14 02:40:13+00:00,1.4818184061314826e+18,en,0.0,0.0,1.0,0.0,unk,"SHAME &amp; DISGUSTING !!!

NONE OF THE #world  #PrimeMinister HAVE THE GUTS FOR THEIR #citizens SUFFERING TO #COVID19 #DeltaVariant #OmicronVariant INEPTITUDE TO ACCOUNTABILITY.

#China LET SCOT-FREE ???

#GlobalCrisis #ASEAN #brics #G20 #G7 #SAARC #unga #sco #EAS #APEC #Summit21",1,1,2,1,0,1
170778,170778.0,170778.0,1.3927911576969093e+18,2022-08-03 07:12:59+00:00,1.5547270090704814e+18,en,1.0,0.0,0.0,0.0,unk,Red chinese ching chong  communist succk my dickk real hard bitches #China,1,2,2,1,0,1
109323,109323.0,109323.0,1.5766024137206374e+18,2022-11-27 03:35:46+00:00,1.5967093396911063e+18,en,3.0,0.0,0.0,0.0,unk,Dm me for my dick boys and girls #straight #dick #cock #dickrate #wanking #jerkoff #cum #horny #sext #tradenudes #nudes #bigdick #hardcock #hornyteen #nsfwtwt #nsfwtw #bwc #wanking #nude #penis #trade #hot #asian #china #thai #japan #PINTOSAWARDS #cum #german #horny #porn #daddy,1,0,2,1,1,1
45489,45489.0,45489.0,1649986562.0,2022-03-16 07:03:22+00:00,1.5039902885322506e+18,en,0.0,0.0,0.0,0.0,unk,"#BioWeapon #chemicalweapons #atombomb all start first use by #america #British #VirusChino, then why they worry if use by somebody other. thing so #European are animals and #America #Britin #China have only brain, causes WW3",1,1,2,1,0,1
21426,21426.0,21426.0,1.5727037428808745e+18,2022-12-22 18:57:24+00:00,1.6060009724335432e+18,en,0.0,0.0,0.0,0.0,unk,"ding dong ching chong, is it wrong to be strong?? 💪💪💪 #china #ohnooo also #treason ??",0,0,2,1,1,1
196709,196709.0,196709.0,1.016882632896938e+18,2022-01-20 02:04:14+00:00,1.4839836768326287e+18,en,0.0,1.0,0.0,1.0,unk,"“What you gonna do when I come for you “bad boys””
Pussies got their own song. 
I’d be rocking,when bitchslap them homosexuals
#Idgf!#UK #EU #Congress #POTUS #Canada #UN #China #Russia #Beijing #Moscow #FactCheck #UnitedNations #Putin #XiJinping #WhiteHouse @CNN #CNN #USA #Biden",1,2,2,1,0,1
88649,88649.0,88649.0,1.4856586682597704e+18,2022-03-01 17:53:06+00:00,1.4987179834551542e+18,en,2.0,0.0,0.0,2.0,unk,"#Chinese #PEDOPHILES Support #Russian Invasion of #Ukraine so they can Buy Beautiful, White Ukrainian Girls Aged between 10-26 Years Old as Wives
#ChinaIsNotInnocent #chinazi #chinazilla #China #SanctionRussiaNow #SanctionChinaNow #TaiwanCanHelp #支那そば 
https://t.co/CPiTJvVajv",1,0,0,0,1,1
30917,30917.0,30917.0,1.5767313928508088e+18,2022-12-20 05:18:46+00:00,1.605070182338003e+18,en,1.0,0.0,0.0,0.0,unk,"Burn China Burn.

Covid in China.

The planet will be more sustainable with 1.4 billion less people on it.

Less likely to have a world war also.

Win win ✌️

#China #CCPChina #covid #CCP",1,1,2,1,0,1
44131,44131.0,44131.0,1.5525360831869747e+18,2022-12-14 23:33:33+00:00,1.603171363598078e+18,en,139.0,0.0,5.0,10.0,unk,"Come pull these off me~

#nsfwtwt #nsfwtw #nsfw #nsfwaudio #wet #college #collegestudents #china #horny #collegewhore #jav #asian #barelylegal #incest #leaked #leak #public #skirt #upskirt #cumshot #titdrop #tit #hugetits #pussy #masturbate #dildo #maid #thighs https://t.co/j4XCMkg0Cn",1,0,0,0,1,1
197097,197097.0,197097.0,7.835312048679158e+17,2022-07-29 14:21:51+00:00,1.5530230014020198e+18,en,0.0,0.0,0.0,0.0,unk,"We have a bunch of really stupid and dangerous fu^ks running the world right now, and we just might need #China #Russia and #NorthKorea to band together and save us. They will never allow the #GreatReset to happen.
#FuckTheNewWorldOrder https://t.co/bXFEFkf3pC",1,1,2,1,0,1
118815,118815.0,118815.0,1.2850498313590129e+18,2022-02-20 03:32:38+00:00,1.4952399472880763e+18,en,0.0,0.0,0.0,0.0,unk,DELETE TIKTOK! Chinese Communists Are Making America DUMB! | Louder with... https://t.co/dwkxBdQXs2 via @scrowder #mugclub #TikTok #TrashTikTok #China,0,0,2,1,1,1
37011,37011.0,37011.0,1.4986961581847224e+18,2022-06-13 22:56:49+00:00,1.536482752756863e+18,en,19.0,0.0,0.0,4.0,unk,"♠️strong blowjob♠️
#chinese #chinesewomam #chineseslut #china #chinesebitch #chineseBBC #chinesefuck #blasian #chineseblackfuck  #blackman #blackcock #Meihei #chinesemeihei #BBC #analfuck #pussyfuck #blowjob https://t.co/6pUNahWKFk",0,0,2,1,1,1
85147,85147.0,85147.0,1.4979874628906066e+18,2022-03-02 22:22:13+00:00,1.4991480955939308e+18,en,0.0,0.0,0.0,0.0,unk,China is corrupt learn more at https://t.co/2Lgpj3xQxJ #fuckthecorrupt #china #russia #ukraine #corruption #covid #trump #truth #politics #news #bluewave #freedom #corruptgovernment #government #america #governmentcorruption #wakeup #usa #maga #blacklivesmatter  #resist #love https://t.co/bukX6V6Jd2,0,0,2,1,1,1
130485,130485.0,130485.0,1.4851725860280934e+18,2022-11-18 17:18:11+00:00,1.5936548175068078e+18,en,1.0,0.0,0.0,1.0,unk,"Idiot Incompetent #India
Vs
Cunning Communist #China 🇨🇳

70 years of evil reservations have destroyed 🇮🇳 beyond repair

Cheap, corrupt, camera crazy politicians of #India running behind evil, criminal, sex selling, pussy pawning Punjabi prostitutes, dirty Hindi film honey traps",1,2,2,1,0,1
8132,8132.0,8132.0,1.511744578885505e+18,2022-09-27 21:58:42+00:00,1.5748812406200812e+18,en,2.0,0.0,0.0,1.0,unk,#CHINA AND #MEXICANCARTELS ARE KILLING AMERICAN CHIDREN!,1,2,2,1,0,1
151732,151732.0,151732.0,1.4932490219803894e+18,2022-08-06 06:20:49+00:00,1.5558010458839204e+18,en,0.0,0.0,0.0,0.0,unk,#China Boycot China now! No f*cking business anymore with China. Let  them choke on their noodles 🖕🖕🖕,1,1,2,1,0,1
53966,53966.0,53966.0,1.251752192417071e+18,2022-03-14 09:01:33+00:00,1.5032952547782902e+18,en,2.0,1.0,0.0,0.0,unk,Next We will be locked down due to Covid spreading from China probably a new more deadly variant with teeth and claws and we will be blamed for it because we’ve taken  in people from another country who had #Covid  #China #chinalockdown #UkraineRussianWar #lockdown #ClownWorld,1,1,2,1,0,1
89080,89080.0,89080.0,1.4986961581847224e+18,2022-05-23 00:34:14+00:00,1.5285347369556623e+18,en,46.0,0.0,1.0,3.0,unk,"♠️going to the end♠️
#chinese #chinesewomam #chineseslut #china #chinesebitch #chineseBBC #chinesefuck #blasian #chineseblackfuck  #blackman #blackcock #Meihei #chinesemeihei #BBC #analfuck #pussyfuck #blowjob https://t.co/DW2D5ZSUuc",0,0,2,1,1,1
187194,187194.0,187194.0,556350589.0,2022-08-02 00:24:33+00:00,1.5542618383840788e+18,en,0.0,0.0,0.0,0.0,unk,"#democrats want #USA 2 learn #Chinese #DemocratsAreDestroyingAmerica #democrats controlled by #Foreigners
#China &amp; #russia - do they think they will still control #US NEVER if we lose 2 China @KennedyNation
@zesty_politics @MSNBC #cnn #tcot #NancyPelosi #idiot of #SanFrancisco",1,1,2,1,0,1
262549,262549.0,262549.0,1.41815922972305e+18,2022-07-01 10:43:57+00:00,1.5428213038326743e+18,en,0.0,0.0,0.0,0.0,unk,"#UyghurGenocide
Why are we allowing ethnic cleansing against Uyghur people in #China. Governments around the world put an embargo of Chinese trade and end this nightmare. #ChinaExposed #CCPLiedPeopleDied",1,1,2,1,0,1
101340,101340.0,101340.0,1.5204129678581637e+18,2022-11-28 14:50:42+00:00,1.5972415809596375e+18,en,0.0,0.0,0.0,0.0,unk,"I pray that our #Chinese Brothers and Sisters will put an end to this cockroach and be Free at Last! Free at Last! 
#China #chinaprotest #ChinaUprising https://t.co/L58Eb9S6nG",1,0,2,1,1,1
152009,152009.0,152009.0,1.2072644032481403e+18,2022-08-06 04:31:48+00:00,1.5557736130387722e+18,en,0.0,0.0,0.0,0.0,unk,What the fuck are Pelosi and the US up to? How can anyone respect the USA when they keep shooting themselves and can’t do anything to stop it. World leaders in stupidity Piss off Nancy. #China #ChinaTaiwanCrisis #Pelosi #GunControlNow,1,1,2,1,0,1
142738,142738.0,142738.0,474238498.0,2022-02-09 20:35:12+00:00,1.4915110170959053e+18,en,0.0,0.0,0.0,0.0,unk,#Chinese #china if you all see what the original name are before #CCPChina #manchu #han change the name to they #chink chong #BARBARIAN tongue every cities and states have been change from its original #SACRED name. Original ppl of #china do not go our changing the names! #PRIDE,0,0,2,1,1,1
81190,81190.0,81190.0,2184277369.0,2022-03-04 04:47:10+00:00,1.4996073598236836e+18,en,0.0,0.0,0.0,0.0,unk,"India should sieze the opportunity to become world's biggest manufacturer as #china did after #ww2 . The #USA is a coward, they terrorised #iraq now they want to baptise the whole world. People who support #usa should watch how their own #blacks are butchered in the name of drugs",0,0,2,1,1,1
181513,181513.0,181513.0,1.55438326088883e+18,2022-08-02 14:51:40+00:00,1.5544800555013243e+18,en,1.0,0.0,1.0,0.0,unk,"#China #nanjing #tiktok #japen #japennese 
As Chinese, we cannot forgive the Japanese for our 300000 compatriots. Three hundred thousand people, even if everyone doesn't remember, as Chinese, we must remember！！！
#history #World War II https://t.co/jPjQfQyu3y",0,0,2,1,1,1
147827,147827.0,147827.0,1.3594308133102838e+18,2022-02-08 03:18:52+00:00,1.4908878312666685e+18,en,3.0,0.0,10.0,1.0,unk,"Without cheating, Chinese can’t do shit!!
#fucking Chinese cunts!! 👉👌👉👌

#China 
#fuckchina 
#BeijingWinterOlympics 
#IOC 
#베이징올림픽
#짱깨새끼들 https://t.co/2pnYXThpYU",0,0,2,1,1,1
142434,142434.0,142434.0,1.5766024137206374e+18,2022-11-14 16:21:37+00:00,1.5921910310173614e+18,en,3.0,0.0,0.0,0.0,unk,Dm me for my dick boys and girls #straight #dick #cock #dickrate #wanking #jerkoff #cum #horny #sext #tradenudes #nudes #bigdick #hardcock #hornyteen #nsfwtwt #nsfwtw #bwc #wanking #nude #penis #trade #hot #asian #china #thai #japan #PINTOSAWARDS #cum #german #sugarbaby #horny,1,0,2,1,1,1
205580,205580.0,205580.0,1.5211717045291827e+18,2022-07-26 12:39:48+00:00,1.5519101553606042e+18,en,6.0,0.0,0.0,1.0,unk,Slavery being slavery. #China #fuckchina #sweatshops https://t.co/AIG5CoPvyC,0,0,2,1,1,1
139461,139461.0,139461.0,2826536768.0,2022-02-11 07:37:44+00:00,1.492040139614339e+18,en,1.0,0.0,1.0,0.0,unk,"#Russians gonna do what Russians do- CHEAT.

FUCK RUSSIA.
They should never have been allowed in this #Olympia2022 
And #China should never have been allowed to host 
Desoicable.
Fuck the #IOC",1,1,2,1,0,1
