author id,created_at,id,lang,like_count,quote_count,reply_count,retweet_count,source,tweet,COVID_HATE_BERT_PREDS,CARDIFFNLP_ROBERTA_PREDS,hateXplain_PREDS,date,COVID_HATE_BERT_PREDS_bin,hateXplain_PREDS_bin,voting_results
853944272923627520,2020-12-10 22:52:03+00:00,1337168229421211649,en,1,0,0,1,Twitter for iPhone,"THE SPY WHO SHAGGED ERIC SWALWELL 
(busted with Chinese Spy Christine Fang) 
https://t.co/w2NCDZIMkH

#EricSwalwell #FangFang #Swalwell #China #NancyPelosi #LaptopFromHell #EricSwalwellIsATraitor #EricSwallwell #ChristineFang #fangfangbangbang #FangBangGate #FangBanger #MAGA #KAG https://t.co/6gMFWwUjcc",0,1,0,2020-12-10,0,1,1
756861767616073729,2020-02-01 10:34:33+00:00,1223555228860944384,en,1,0,0,0,Twitter for Android,Chinese idiots stop spreading Corona in Japan. Can believe all the idiots coughing and sneezing and never covering their mouths. Savages and terrorists #getthefuckout #stopspreadingcorona #stopchina #ChinaVirus #WuhanCoronavirus #China #WuhanVirus #CoronavirusOutbreak #,2,1,1,2020-02-01,1,0,1
330510855,2020-03-20 08:25:37+00:00,1240917397143531521,en,1,0,0,0,Twitter Web App,"#China stay focused, they Killed this, ""I Have a Dream"" and now they are threatened by this ""China is a sleeping lion. Let her sleep, for when she wakes she will shake the world."" they want it death too. #Truths",2,1,1,2020-03-20,1,0,1
3399802643,2020-07-04 11:00:10+00:00,1279369403667226624,en,0,0,0,0,IFTTT,"Daily reminder: #china is the cancer on the body of our planet.

#FuckChina",2,1,1,2020-07-04,1,0,1
283160842,2020-03-27 19:17:30+00:00,1243618165872971776,en,0,0,0,0,Twitter for Android,Now it becomes clear why #China always supported country with Terrorism bcoz dey want to destroy world also #ChineseBioterrorism #ChineseVirus19 #BoycottChina #ChinaLiedPeopleDie,2,1,1,2020-03-27,1,0,1
809950081516470272,2020-04-18 06:30:25+00:00,1251397656292626432,en,0,0,0,0,Twitter Web App,"If I never see those 2 pro 
#China doctors
#Napoleons fart
#DrFauci and scarf hag 
#DrBirx . I would die happy",2,0,0,2020-04-18,1,1,1
3401275349,2020-07-07 20:50:25+00:00,1280605112365461504,en,20,0,0,7,Twitter for Android,"Fuck #China
Get out of Iran
Fuck China

#ChinaLeaveIran https://t.co/1TC91yvr5Z",2,1,1,2020-07-07,1,0,1
1108219923287793664,2020-04-05 17:03:19+00:00,1246845885562028033,en,1,1,3,3,Twitter for iPhone,"This 
This sicko, fucked in the skull Chinese woman is proud of eating animals in wild manner. #China #coronavirus 

 https://t.co/H3eSzfcWc0",2,1,1,2020-04-05,1,0,1
937755199,2020-12-11 16:38:12+00:00,1337436531141861376,en,0,0,0,0,Twitter for Android,#china can u not see how bad this country is. I say any Chinese person with ties to the comm China should be thrown out after being checked and not allowed back in our country. Stop letting them in if they want to steal send them elsewhere. Stand up for us help rep,2,1,1,2020-12-11,1,0,1
3880742838,2020-07-05 19:47:12+00:00,1279864427680940032,en,0,0,0,0,Twitter for Android,"Next time cook and eat, you uncultured cunt #China",2,0,0,2020-07-05,1,1,1
4329209422,2020-06-26 11:17:28+00:00,1276474655826575361,en,1,0,0,1,Twitter for Android,Let's Ban china in the whole world.#tiktokexposed #tiktokdown #tiktokbaninindia #BanChineseProducts #BanTikToklnlndia #BanTiktok #ChinaIndiaFaceoff #China #ChinaWingsClipped #chinaindiaborder #indiansAgainstTikTok #IndiaStandWithArmyAndModi #IndianArmy https://t.co/Shj5UNmToQ,0,1,0,2020-06-26,0,1,1
1268013290975711232,2020-07-24 10:06:08+00:00,1286603566581342208,en,3,0,1,3,Twitter for iPhone,"#China is virus to the world. #CCP does harm to #Muslim . Mosque in GanSu were destroyed. The world should stand together as one to fight back this totalitarian state. 
#AntiChina ##CCP_is_terrorist #CCPLiedPeopleDied 
#چین_برو_گمشو
#china_Get_out_of_Iran 
#StandWithHongKong https://t.co/lxk8EBpCEp",2,1,1,2020-07-24,1,0,1
1215287626758021121,2020-01-21 15:26:31+00:00,1219642435082641416,en,0,0,0,0,trumptweetsgenerated,We will cost me 200 Polish immigrants. #China #China,2,1,1,2020-01-21,1,0,1
3399802643,2020-04-29 11:00:10+00:00,1255451807050084358,en,5,0,0,0,IFTTT,"Daily reminder: #china is the cancer on the body of our planet.

#FuckChina",2,1,1,2020-04-29,1,0,1
3372017243,2020-04-08 20:56:28+00:00,1247991726276476929,en,0,0,0,0,Twitter for Android,https://t.co/g8D763QwVv i hope the FG is looking in this direction cause i see no reason why you should bring in Chinese into the country.  #China must go#,2,1,1,2020-04-08,1,0,1
2949485115,2020-03-26 15:08:18+00:00,1243193062718877698,en,0,0,0,0,Twitter for iPhone,"#China #ChinaVirus Pangolins are the most-commonly illegally trafficked mammal, used both as food and in traditional medicine.
#ChineseVirus #clapforNHS #StayHomeSaveLives China is actually a joke I don’t care what u say they have no common sense. https://t.co/oLu5ocjAKO",2,1,1,2020-03-26,1,0,1
3212418857,2020-05-22 11:27:06+00:00,1263793504922320899,en,2,0,1,2,Twitter Web App,"Evidence shows we'll be hit by #ChineseFlu every 60 months. Unless we #banwetmarkets a #vaccine is pointless. #China must give up such #meat, we must #boycottChinesefood. The only way to avoid the end of humanity is #meatfree &amp; go #pescetarian #eatmorefish
https://t.co/7tiK0g6O8Z https://t.co/HWt21Xea9j",0,1,0,2020-05-22,0,1,1
557454421,2020-06-16 16:39:10+00:00,1272931736771493894,en,5,0,0,0,Twitter for Android,"China has started it.....!!! But india will finish it.....
Don't you dare #china to think that #india  is same as it was in 67 .....you mess with us...we will make you regret it #ChinaIndiaFaceoff #chinaindiaborder #BoycottChineseProduct #LadakhBorder #Ladakh https://t.co/6c9hNYIKnp",2,1,1,2020-06-16,1,0,1
81024610,2020-04-02 02:11:14+00:00,1245534225463468034,en,0,0,0,1,Twitter Web App,"SO tired of #China 's shit! Forget about canceling youTubers.. it's time to #CancelChina. Boycott products &amp; services from china. It'll be hard, but if you want the bullshit to stop.. WE NEED TO HIT CHINA IN THE WALLET. FUCK CHINA'S LIES. NO MORE MONEY TO CHINA! #ChinaIsCancled🙅‍♀️ https://t.co/2gy2S4bRc0",2,1,1,2020-04-02,1,0,1
1236023925378879490,2020-04-09 02:26:25+00:00,1248074757913878529,en,0,0,0,0,Twitter for iPhone,Instead of doing a fourth stimulus plan everybody just needs to go back to work! What the hell is wrong with you people you’re listening to a bunch of Harvard #Libtards paid off by the fuckin Chinese #China #AmericaFirst #WuhanVirus #ChinaLiedPeopleDied #WuhanHagin #Bama,2,1,2,2020-04-09,1,0,1
305547217,2020-06-30 16:55:27+00:00,1278009265572085760,en,0,0,1,0,Twitter for Android,"What can #China eat, if given by #Bharat,
#China gets #foodtoeat
#India get payment of our #farmers #weed
?
#chinahelpsindia
#inturngetbenefit
#fuckthewesternwars",2,0,0,2020-06-30,1,1,1
2222446123,2020-03-12 23:25:03+00:00,1238244646255550465,en,1,0,0,0,Twitter Web App,"Hi people in rural China. Can you now stop eating everything that walks, crawls, flies and slithers? Also stop keeping those animals in horrific conditions so there are no more pandemics? #China #COVID19",2,1,1,2020-03-12,1,0,1
1239973623051550721,2020-07-06 15:44:30+00:00,1280165737378787330,en,0,0,0,0,Twitter for Android,"Fuck you #China! We've had enough of you!! If you wanna keep eating shitty things get the fuck out of this planet!

China bubonic plague: Inner Mongolia takes precautions after case https://t.co/Fh4uzF9H1q",2,1,1,2020-07-06,1,0,1
582125051,2020-01-27 20:31:38+00:00,1221893551207915525,en,1,0,0,0,Twitter for Android,"Nothing good ever comes out of #China 

For f**k sake stop eating raw snakes rats bats &amp; cockroaches. It looks chinese will eventually end this world by a deadly virus which will origin from insects &amp; animals but will not have any cure.",2,1,1,2020-01-27,1,0,1
167924087,2020-08-29 01:43:36+00:00,1299523060454875138,en,1,0,0,1,Twitter for iPhone,#EXILE #PROTESTORS #TakeCitizenship They hateUSATrying 2cause a revolution which is #treason Instead ofShooting themTake them2 #China #Cuba #NKorea Let them Protest inChinaThey will have #Communist #Chinese lives&amp;be happy 😃 there&amp;we don’tHave2listen2themTake #CNN &amp; #MSM &amp; #Soros,2,1,1,2020-08-29,1,0,1
2485550934,2020-06-21 02:39:43+00:00,1274532420394422273,en,0,0,0,0,Twitter for Android,"Yet another conspiracy move by #China

God damn. 
Why the hell china is on earth?

Throw them somewhere these rotten pigs.

#BoycottChineseProduct
#BanChineseProducts
#XiJinpingIsWinnieThePooh

https://t.co/iJQjm55Yey",2,1,2,2020-06-21,1,0,1
1136943936256110592,2020-05-19 04:49:49+00:00,1262606363206680577,en,0,0,0,0,Twitter Web App,"#China is butt hurt that #Australia wants to know what dirty shit they eat to cause all these viruses, further more they are butt hurt about the 5G that #Australia designed it's own.

FYI dickheads #Australia invented WiFi take a fucking sit.",2,1,2,2020-05-19,1,0,1
1178838552911597568,2020-04-12 17:04:36+00:00,1249382926904524806,en,4,0,0,1,Twitter for Android,"China, You back to your cage and lock youfuckingself up.

#China
#Chinazi
#ChinaMustPay 
#nnevvy 
#NnevvyLiveinhisroom 
#TaiwanIsNotChina 
#HKIsNotChina 
#chinaGoBackToYourCageAndLockyoufuckingselful https://t.co/Qc4xCy8mtX",2,1,1,2020-04-12,1,0,1
1272851670674755585,2020-11-08 08:28:09+00:00,1325354408268455936,en,0,0,0,0,Revive Social App,Canadian #Asian slut Cuckold her husband.p2 https://t.co/0dQp3izkkt #bbc #bigcock #china,2,1,1,2020-11-08,1,0,1
1236092310938509313,2020-03-27 00:14:07+00:00,1243330424845156354,en,0,0,0,0,Twitter for iPhone,"You are clearly destroying USA and you assholes killing lots of innocent people there!!! After this outbreak, YOU SHOULDN'T BE WELCOMED IN UNITED STATES OF AMERICA ANYMORE!!! LIARS DIRTY FILTHY DEMONS!!! #ChinaLiedAndPeopleDied #ChinaVirus #China #COVID2019 #coronavirus",2,1,1,2020-03-27,1,0,1
51339989,2020-08-04 15:53:21+00:00,1290677209573679105,en,1,0,0,0,Twitter for Android,"#China #china_Get_out_of_Iran #chinafreeworld @PDChina @chinaorgcn @XHNews @ChinaDaily 
When will Leadership of China wake up to the reality?When will they learn lessons from History?When will they Stop Being inhuman? STOP Putting Entire Population at Risk to SATISFY THEIR GREED.",2,1,1,2020-08-04,1,0,1
1164173348638621698,2020-03-31 16:17:01+00:00,1245022297708089344,en,4,2,7,2,Twitter for iPhone,People is allowed to eat dogs nowadays in China.. feeling hurt when watching it😭😭 #BoycottChina #china #ChineseBioterrorism #ChinaIsAsshoe #Chinese #brutality #dog #survivingright #AnimalRights #animal #animallife #life #pet #puppy #chinazi #crazy #fuck #fuckyou #kill #killer https://t.co/pYkeVA7HMe,2,1,1,2020-03-31,1,0,1
167924087,2020-05-13 14:32:23+00:00,1260578640816988161,en,1,0,0,1,Twitter for iPhone,#Australia don’t back down Do not let #China dictate to you! I’m sick of #China #Communist nasty ugly #RedParty You all a bunch ofThugs Everyone will investigate you till you investigated2death&amp;we can #boycottChina forever and Never deal with Uagain Go back2before Nixon came,2,1,2,2020-05-13,1,0,1
1039266711285977090,2020-06-30 15:19:22+00:00,1277985083920723968,en,5,0,0,5,Twitter for Android,"Get the fuck out of here.
No one wants you and your system in their own country.

#ChinaLeaveIran 
#Iran #China
#ترکمانچای_چینی",2,1,1,2020-06-30,1,0,1
949155582,2020-07-08 22:03:19+00:00,1280985844162183171,en,0,0,0,0,Twitter Web App,"#China,#EEUU,#StupidGringoRhetorics STUPID RETHORICS ofGRINGOS AGAINST CHINA:nonEXISTENT RIGHTSto INTERVENEinCHINA'sOWN AFFAIRSandTERRITORIES;CLAIM INTELLECTUAL PROPERTYofCHINA; SAILINGwithWARSHIPS intheCHINAsea,ETC. ITisTIMEforCHINAtoSHOW MILITARY  MUSCLESonUSborders¡ENOUGHofUS!",2,1,2,2020-07-08,1,0,1
56279691,2020-12-07 03:23:25+00:00,1335786966504284161,en,1,0,0,0,Twitter for iPhone,"Celebrating @China on the #moon? #Stop ignoring #atrocity. There’s a reason they’re not @ISS. To hell with #China ‘til she stops testing Asian borders, #torturing #Uighurs, #Taiwan @dalailama @HongKongPLG @falun_gong_for_china &amp; #harvestingorgans , keeping #wetmarkets. 
#@DJSnM",2,1,1,2020-12-07,1,0,1
924495055,2020-07-18 01:40:32+00:00,1284301999073304582,en,1,0,0,0,Twitter for Android,"Dear idiots who think #Trump is #Hitler.. 
This is CHINA. These are the uyghurs. After having their heads shaved they're being loaded into trains from concentration camps to have their organs harvested. #WakeUpAmerica This is what communism leads to. ALWAYS. 
#Uyghurs #China https://t.co/qWZ1kbQA69",2,1,2,2020-07-18,1,0,1
3399802643,2020-04-30 11:00:46+00:00,1255814345369571328,en,4,0,2,0,IFTTT,"Daily reminder: #china is the cancer on the body of our planet.

#FuckChina",2,1,1,2020-04-30,1,0,1
1138015828648108032,2020-10-21 14:59:08+00:00,1318929819971747841,en,1,0,0,0,Twitter for Android,"#LekkiMassacre
#Lekkitollgate 
#CNN The leaders in Nigeria are killing her citizens. And they're leaving the country
#uk 
#USA 
#France 
#America 
#China 
Stop letting them escape into your country.",2,1,1,2020-10-21,1,0,1
24905407,2020-04-12 05:48:53+00:00,1249212874343567366,en,0,0,0,0,Twitter for Android,"Mr. @AmbChangHua please get the fuck out of Iran. Your cooperation with the #Islamic Republic of Thugs and Thieves will make you a part of the gangsters mafia that has taken #Iranians hostage. 
#China will never have a place in the Iran of post Islamic regime!",2,1,2,2020-04-12,1,0,1
1064075619737071616,2020-10-07 13:40:10+00:00,1313836518654447616,en,4,0,0,5,Twitter for iPhone,"please don’t send them to china. #indonesia government.                 if you send these muslim #uyghur  to china ,they will lose their life. don’t you know #china genocide #uyghur muslim. https://t.co/KRz53DgEOF",2,0,0,2020-10-07,1,1,1
948622073844457474,2020-03-31 12:25:06+00:00,1244963931648598017,en,0,0,0,0,Twitter for iPhone,You have to be fucking kidding right #China ?!?!? Did you not learn the lesson in January that how many people can one bat kill ? Not only is it morally wrong to eat animals like cats and dogs but the hygiene in this markets are low #fuckoffchinesewetmarkets https://t.co/2DsaBRjvJY,2,0,0,2020-03-31,1,1,1
1008912883,2020-06-19 07:06:06+00:00,1273874682819706880,en,1,0,0,1,Twitter for Android,"#China go to hell....
#ChineseProductsInDustbin
#WeWillCrushChina",2,1,2,2020-06-19,1,0,1
43663834,2020-03-19 04:38:07+00:00,1240497758634520578,en,0,0,0,0,Twitter Web App,"Sorry Tedros, The ""enermy against humanity"" is not the virus itself. China is. 
#China
#ChinaLiedPeopleDied 
#evilchina
#tiktokmyass",2,0,0,2020-03-19,1,1,1
849197646,2020-06-29 17:15:39+00:00,1277651959558713344,en,0,0,0,0,Twitter Web App,"#China beware the Lion will be roaring tomorrow at 4 pm #IST 

#ChinaGetOut #Narendermodi #ModiStrongestPmEver #GalwanValleyFaceOff  #GalwanValley #IndiaPushesBackChina #IndiaFirst #IndiaWillPunishChina #Trump #AmericaFirst #ChinaWingsClipped #ChinaFacesIndia #LivesMatter",2,1,1,2020-06-29,1,0,1
1202938165998211074,2020-01-23 18:25:53+00:00,1220412352476127234,en,2,0,0,0,Twitter for iPhone,We Chinese people don‘t want to hurt anyone in the world. But some bitches in our country is so bad that we can stop them from doing wrong things. Our government is trying their best to fight for the victory. Pray for #China  Pray for #Wuhan . Thanks for all of you,2,1,2,2020-01-23,1,0,1
3255171056,2020-05-26 09:37:31+00:00,1265215480303935490,en,3,0,0,1,Twitter for Android,"Just like Pakistan is Home of terrorism in the world,
China is Home of duplicate products in the world.
#BoycottChina #China #ChinaUsesNepal #chinaindiaborder #ChinaLiedAndPeopleDied #ChineseVirus #ChinaMustPay #FreeHongKong #freetibet #ladakh",2,1,1,2020-05-26,1,0,1
1222536756123389959,2020-02-20 18:19:12+00:00,1230557531597983745,en,0,0,0,0,Twitter for Android,"Hard nemesis with this barbaric action!
#crowna
#nastywoman
#fuckingcrazychina
#china
#bulshit https://t.co/yt4XIxGiOE",2,1,2,2020-02-20,1,0,1
4108559313,2020-03-24 12:24:05+00:00,1242426962968109058,en,3,0,0,0,Twitter for iPhone,"May god spare all of us from these hidden Monsters🙏🏼

They are their half way to end humanity.

#China #COVIDIDIOTS #COVID 
 #Hantavirus",2,1,1,2020-03-24,1,0,1
908374584927313920,2020-02-11 11:37:56+00:00,1227195057645572096,en,2,0,0,1,Twitter for iPhone,"#Taiwan proof that #WHO is nothing if #China is controlling it.#CCP always plunder our world,but ironically,#CCP cannot hold it for a long time because she is too stupid and envil.God bless #HongKong 
#Wuhan #WuhanVirus #ChinaCoronaVirus #PrayForChina #StandwithHK",2,1,1,2020-02-11,1,0,1
1159173766494081024,2020-05-22 12:54:33+00:00,1263815512623988736,en,1,0,0,1,Twitter for iPhone,"“One country two systems” is a lie. CCP is a bunch of shitty ass murderer who shouldn’t ever be trusted. Burn those motherfucker to the ground
#CCPLiedPeopleDied 
#FreeHongKong 
#OneCountryTwoSystemsIsDead 
#fuckccp
#BoycottChina  
#HongKong 
#china 
#CCP_is_terrorist 
#CCPChina https://t.co/O03w6G1MCO",2,1,2,2020-05-22,1,0,1
904286521716379648,2020-06-02 00:16:34+00:00,1267611027220295680,en,0,0,1,0,Twitter for iPhone,#China is watching America burning &amp; saying we will stick to #Communism #FuckDemocracy #AmericaBurning #CopsKillingBlacks #GoAndVote Lazy ass #MAGA,2,1,0,2020-06-02,1,1,1
82126521,2020-03-20 18:48:00+00:00,1241074025352192000,en,0,0,0,1,Twitter for Android,Coronavirus-Positive Woman Faces Up To 7 Years in Prison for Allegedly Hiding Symptoms To Board Flight https://t.co/MzRemTRDZ8 #KAG #MAGA2020 #FakeNewsMedia #Democrats #CoronaVirusUpdate #KAG2020 #LiberalismIsAMentalDisorder #MAGA #China #ChineseVirus,0,1,0,2020-03-20,0,1,1
219274563,2020-06-23 21:56:41+00:00,1275548356345905152,en,0,0,0,0,Twitter Web App,". . . and they should be concerned - #china is unlikely to honour #whitePrivilege

#Dumb #Straya - Only #America and #UK are allowed to exploit us.

https://t.co/QubPmFMjtx

#auspol #yobboland #tradiesville #redsUnderTheBeds #CommieBastards #BowLeggedYellowSkins",0,1,0,2020-06-23,0,1,1
204182732,2020-08-07 18:22:14+00:00,1291801843551502338,en,0,0,0,0,Twitter Web App,Support me at Redbubble #RBandME:  https://t.co/A9R2UmbmTp #findyourthing #redbubble cute pug #pug #chinesepug #dutchbulldog #dutchmastiff #minimastiff #mops #china #dog #pet #akc #dutch #bulldog #mastiff #miniature #molossian #toydogs  #love #cute #cafepress #zazzlemade #MaskUp,2,0,0,2020-08-07,1,1,1
4650621614,2020-05-18 12:48:41+00:00,1262364485714501633,en,1,0,0,0,Twitter for iPhone,Some Illiterate hypocrites condemning the Chinese economic domination are making Tik Tok from their chinese cell phones is a next level of idiotism! #Tiktok #china #chinesebullying #tiktokdown #tiktokban #shiftthetrade #MakeInIndia,2,0,0,2020-05-18,1,1,1
23918227,2020-04-25 14:12:55+00:00,1254050762839252992,en,0,0,1,0,Twitter for iPhone,"#china you messed up the American economy, now can you please release the antidote so we can go along with our lives.

#COVID19 #ChinaMustPay #ChinaLiedPeopleDie #ChineseVirus #coronavirus #Covid_19 #CoronavirusOutbreak",2,1,1,2020-04-25,1,0,1
824565311437410305,2020-03-30 19:34:00+00:00,1244709480073277440,en,0,0,0,0,TweetDeck,"A British model has been removed from a pageant website after she slammed China over the COVID-19 outbreak when she said “Fk the chinks”, the country is “over populated” as well as they “all look alike”
https://t.co/xkJ1l0JsLm
#covid19 #China",2,0,0,2020-03-30,1,1,1
290867642,2020-10-13 15:02:53+00:00,1316031663332364288,en,0,0,0,0,Twitter for Android,"#China is nothing but a #BigBULLY
If they think they will get away by suppressing #Taiwan , then they have another thing coming.
#GetLostchina
#Boycottchina #nomorechinneseproducts #boychineseproducts
#SayNoTochina
#supportTaiwan
#FckChnz
#chineseMafia",2,1,0,2020-10-13,1,1,1
1061904873153687553,2020-01-23 13:20:06+00:00,1220335397055582214,en,0,0,0,0,Twitter Web App,#china #chinese #newyear Go back to your virus pandemic country!Japanese never welcome to come to Japan during Chinese New Year with fucking virus!,2,1,1,2020-01-23,1,0,1
4797438518,2020-07-11 06:25:05+00:00,1281836893273878529,en,0,0,0,0,Twitter for Android,"If the world doesn't come together to boycott China completely then We might see another pandemic in next 2 or 3 or maybe 5/10years.

But we surely see another pandemic from China. 

Its high time. Ban china save human life.
 
#boycottchina #China",2,1,1,2020-07-11,1,0,1
1711928202,2020-04-16 07:37:21+00:00,1250689723682754560,en,1,0,0,0,Twitter for Android,"This is how #Chinese corrupted companies r killing the world.

Bad governments,bad companies of ur country are complicit in #China’s crimes against humanity.they kill u 4money.the best way 2protect urself is stop buying Chinese goods.
#ChinaMustExplain #Covid
#ChinaLiedPeopleDied https://t.co/Fnm2j9NG4O",2,1,1,2020-04-16,1,0,1
944773010904399872,2020-04-16 15:33:01+00:00,1250809430968545280,en,1,0,0,0,Twitter Web App,"What a tremendous #BusinessPlan!

1) Create a virus
2) Export the virus
3) Sell merchandise to the world to fight that virus.

Well done #China. You ought to be boycotted by the world!

#ChineseCunningEvilGenius

#CCPVirus
#BoycottChina 
#BoycottChineseProducts",2,1,2,2020-04-16,1,0,1
827225391647563776,2020-07-11 05:31:27+00:00,1281823397954060288,en,4,0,0,8,Twitter Web App,"#China, get the fuck out of Iran... We will kick your ass if you come here! #No2IRChinaTreaty 

#ChinaVirus",2,1,1,2020-07-11,1,0,1
1229121786010161152,2020-06-17 05:57:58+00:00,1273132761390501893,en,0,0,0,0,Twitter Web App,"The least Modi can do is fire the motormouth CDS Rawat and the totally incompetent NSA Doval Bond. 
The death of 20 of our bravehearts is just on these two good for nothing scums. #indiachinastandoff #China",2,0,0,2020-06-17,1,1,1
6704212,2020-10-14 09:49:46+00:00,1316315252351361026,en,1,0,0,1,Twitter Web App,"How long will the world continue to tolerate the the evil #CCP #China destroying different cultures, bullying other countries, murdering people, and spreading virus and pollution? Isn't it about time to eliminate them? #UK #USA #France #Germany #Japan #Korea #Italy #Spain #India",2,1,1,2020-10-14,1,0,1
223858619,2020-07-05 15:54:57+00:00,1279805979190673414,en,3,0,0,1,Twitter for iPhone,"#China back off from #Tibet and #FreeTibet .
Tibet has always been a part of #India and will remain so. 
@globaltimesnews @ChinaDaily @XHNews 
Indian doesn’t share any border with 🇨🇳.
Stop your #BeltandRoad in #POK .

#BoycottChineseProducts #BoycottChina #TaiwanIsNotChina",2,1,1,2020-07-05,1,0,1
4707642049,2020-05-15 03:04:11+00:00,1261130225280147456,en,1,0,0,0,Twitter for iPhone,During this #pandemic we learned how to #survive without #Chinese products. Time hv come 2 the #world 2 #BoycottChina we must unite now 🙏🙏 #ChineseVirus #COVIDー19 #ChinaLiedAndPeopleDied #China #MakeChinaPay #WuhanVirus #CCPVirus #Chinamustfall @realDonaldTrump @narendramodi,2,1,1,2020-05-15,1,0,1
1041084189867556864,2020-07-01 04:26:01+00:00,1278183050023591936,en,0,0,0,0,Twitter for iPhone,Soon We won’t owe China back any money our National debt will be gone considering China has a pandemic cleansing every 2 months. #chinesflu #china  #chinesSwineFlu2,2,0,0,2020-07-01,1,1,1
4859061252,2020-06-16 18:26:41+00:00,1272958793043697670,en,0,0,0,0,Twitter for Android,"#China get out of Indian territories or you will face the Indian wrath.
China think rationally ... It seems you are getting lunatic China.
We are already stopping to buy everything Chinese. Probably complete Economic boycott of China is coming from Indians.
#GetOutChina",2,1,1,2020-06-16,1,0,1
1256971621375414272,2020-06-17 05:04:06+00:00,1273119206402392065,en,0,0,0,0,Twitter Web App,#china showed their fox minded by war with #India and our @adgpi showed those fox minded people that we can still fight.. But also sad that 20 soldiers are being killed by those fox #RIPSoldiers,2,0,0,2020-06-17,1,1,1
4804172133,2020-03-26 02:36:23+00:00,1243003836182265857,en,0,0,0,0,Twitter for Android,#COVID2019 God was fare to be since He gave us free oxygen (air) to breath and I have been a life all this time until some monsters from #china polluted it badly. Whoever released this #ChineseVirus19 should go to hell. Stop eating everything that moves. #Covid19Out,2,1,1,2020-03-26,1,0,1
